Publicatiedatum;Bronsoort;Url;Geplaatst door (optioneel);WhatsApp nummer (optioneel);Bericht;Tags;Sentiment;Voltooid op (optioneel);Gereageerd op (optioneel);Afhandeltijd (optioneel);Binnen service level (optioneel);Caseowner (optioneel);Reactie(s) (optioneel);PR waarde
25-02-2019 12:10:21;facebook;https://www.facebook.com/abppensioenfonds/inbox/1706876709359154/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Cora, Bedankt voor het sturen van je bericht en je gegevens :) Ik heb twee offertes voor je aangevraagd: - met pensioen per 15-06-2022 - met pensioen per 15-09-2022 Je ontvangt zo snel mogelijk deze twee pro-forma berekeningen.  Heb je nog andere vragen waar ik je mee kan helpen? Ik help je weer graag. Groetjes, Judith ;;neutraal;;;;;;;0
25-02-2019 11:29:28;facebook;https://www.facebook.com/abppensioenfonds/inbox/2123628211017333/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Top! Goed om te lezen Lara! Laat je het weten als je nog andere vragen hebt?  Groet, Judith ;;neutraal;;;;;;;0
25-02-2019 11:04:47;facebook;https://www.facebook.com/abppensioenfonds/inbox/1617650794948413/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Peter,  Ik heb contact met de betreffende afdeling opgenomen. Mijn collega pakt je e-mail vandaag op en je ontvangt een reactie.  Tevens kan ik vertellen dat je verzoek toch al is doorgevoerd. Per 27-06-2018 hebben wij jullie partnerschap beëindigd. Helaas is een reactie van ons uitgebleven. Deze komt er nu wel zo snel mogelijk aan.  Heb ik je voor nu voldoende kunnen informeren?  Groetjes, Judith ;;neutraal;;;;;;;0
25-02-2019 10:12:41;facebook;https://www.facebook.com/abppensioenfonds/inbox/2120050341375120/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Goedemorgen Odessa,  Bedankt voor het sturen van je persoonlijke informatie.  Je vraagt in je bericht een bewijs dat je als leerkracht hebt gewerkt, inclusief de periodes en werkgevers.  In je persoonlijke MijnABP kun je al je diensttijd-gegevens raadplegen. Daarnaast heb ik ook een overzicht voor je aangevraagd. Deze ontvang je per post op je woonadres en staat ook al klaar in MijnABP onder het kopje Contactmomenten .  Je kunt inloggen met je DigiD hier: https://mijn.abp.nl/account/login?TAM_OP=login  Heb ik je zo genoeg informatie kunnen geven? Als je nog vragen hebt, ik help je graag.  Vriendelijke groet, Judith ;;neutraal;;;;;;;0
25-02-2019 09:25:20;facebook;https://www.facebook.com/abppensioenfonds/inbox/2119699404743547/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hallo Bert,  Allereerst wil ik sorry zeggen voor deze late reactie. Door drukte is het, jammer genoeg, vrijdag niet meer gelukt te reageren op je bericht.  Ook wil ik je condoleren met het verlies van je moeder.  Je geeft in je bericht aan dat je het antwoord reeds gevonden hebt. Fijn! Mocht je toch nog andere vragen hebt? Ik help je graag.  Veel sterkte in de deze moeilijke tijd.  Vriendelijke groet, Judith ;;negatief;;;;;;;0
24-02-2019 19:33:46;facebook;https://www.facebook.com/abppensioenfonds/inbox/1706876709359154/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Cora, bedankt voor je bericht. We zijn er op dit moment niet, we nemen zo snel mogelijk contact met je op. Wil je bij een persoonlijke vraag je klantnummer en geboortedatum al meesturen? Dan kunnen we sneller aan de slag. ;;neutraal;;;;;;;0
24-02-2019 00:27:02;facebook;https://www.facebook.com/abppensioenfonds/inbox/2076822672364554/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Edwin, bedankt voor je bericht. We zijn er op dit moment niet, we nemen zo snel mogelijk contact met je op. Wil je bij een persoonlijke vraag je klantnummer en geboortedatum al meesturen? Dan kunnen we sneller aan de slag. ;;neutraal;;;;;;;0
23-02-2019 18:15:07;facebook;https://www.facebook.com/abppensioenfonds/inbox/1617650794948413/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Peter, bedankt voor je bericht. We zijn er op dit moment niet, we nemen zo snel mogelijk contact met je op. Wil je bij een persoonlijke vraag je klantnummer en geboortedatum al meesturen? Dan kunnen we sneller aan de slag. ;;neutraal;;;;;;;0
22-02-2019 21:52:30;facebook;https://www.facebook.com/abppensioenfonds/inbox/2120050341375120/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Odessa, bedankt voor je bericht. We zijn er op dit moment niet, we nemen zo snel mogelijk contact met je op. Wil je bij een persoonlijke vraag je klantnummer en geboortedatum al meesturen? Dan kunnen we sneller aan de slag. ;;neutraal;;;;;;;0
22-02-2019 16:09:08;facebook;https://www.facebook.com/abppensioenfonds/inbox/1911435105569979/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Dank je wel, Armand. :) Fijn om te horen! Groet, Judith ;;neutraal;;;;;;;0
22-02-2019 16:01:29;facebook;https://facebook.com/2119325834780904/?comment_id=2119646778082143;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Dat lijkt me ook wel prettig, Gerry! 😚 En dan druk ik me nog zacht uit :) Veel genot gewenst! Groet, Sefanja ;;neutraal;;;;;;;10
22-02-2019 15:38:58;facebook;https://www.facebook.com/abppensioenfonds/inbox/2119239674789520/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Aad, In sommige situaties kun je recht hebben op een aanvulling op je pensioen. Die aanvullingen hebben te maken met de persoonlijke situatie en pensioenopbouw uit het verleden. Meer informatie kun je nog vinden op www.abp.nl/aanvulling Ik hoop dat je zo voldoende weet, anders hoor ik het graag. Groet, Cindy ;;neutraal;;;;;;;0
22-02-2019 14:23:34;facebook;https://facebook.com/2119325834780904/?comment_id=2119533218093499;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Helma Maassen-Mulder Gelijk heb je, Helma! Af en toe wel lekker hè!? :) Groet, Sefanja ;;neutraal;;;;;;;10
22-02-2019 14:22:01;facebook;https://facebook.com/2119325834780904/?comment_id=2119531461427008;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Goede vraag, Jan! Geen idee, eigenlijk. 🤔 Bij ons niet in elk geval. Wél is er voldoende aandacht voor onze werkplekken op kantoor. :) Groet, Koen ;;neutraal;;;;;;;10
22-02-2019 13:46:04;twitter;https://twitter.com/abppensioen/status/1098926900033015814/;abppensioen;;Direct message (marijkevelraeds): Hallo Marijke,  Bedankt voor het sturen van je gegevens. Ik heb het uitgezocht. Je pensioen is deze maand jammer genoeg niet betaald. Dat komt door een fout van ons. Sorry! :( In oktober hebben we een Bewijs van in Leven zijn naar je gestuurd. Omdat je op dat moment nog in België woonde. In november ben je verhuisd naar Nederland. Het Bewijs van in Leven zijn hoefde je daarom niet meer terug te sturen. Wij hebben toen niet goed opgelet. En de deadline van de brief niet uit het systeem verwijderd. Je pensioen is om die reden gereserveerd. Dat hebben we meteen aangepast. In maart krijg je daarom zowel de betaling van februari als die van maart.  Ik vind het rot dat dit is gebeurt. Hopelijk kom je hierdoor niet in de problemen. Als ik nog iets voor je kan doen, hoor ik het graag! Vriendelijke groet, Koen ;;negatief;;;;;;;0
22-02-2019 13:45:01;facebook;https://www.facebook.com/abppensioenfonds/inbox/1911435105569979/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Armand, Na het indienen van het signaal, heb ik de situatie met de afdeling besproken. Mijn collega’s gaan het gehele proces na en kijken wat hier aan veranderd kan worden.  Helaas, kan ik op dit moment niet aangeven wanneer, wat en of er een oplossing komt. Maar we zijn al een stap verder, er wordt met aandacht naar gekeken.🙂 Heb je nog andere vragen waar ik je mee kan helpen? Ik help je graag! Ik wens je alvast een fijn weekend en groetjes, Judith ;;neutraal;;;;;;;0
22-02-2019 13:41:44;twitter;https://twitter.com/abppensioen/status/1098925806653460483/;abppensioen;;Heb je een vraag over je #ABP pensioen? Ga dan naar http://abp.nl of stel m hier :) QUOTE @MinisterieSZW: Binnenkort met pensioen? Bekijk dan wat je moet regelen. Vul de vragen in en maak een overzicht. Daarin zie je wat je moet regelen, waar je dit regelt en waar je recht op hebt als het zover is. https://t.co/VOmOIckH0l ;;neutraal;;;;;;;1332
22-02-2019 13:29:05;facebook;https://facebook.com/2119325834780904/?comment_id=2119465074766980;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Dát klinkt hartstikke prima, inderdaad! 👌😙 Groet, Sefanja ;;neutraal;;;;;;;10
22-02-2019 13:25:37;facebook;https://facebook.com/2119325834780904/?comment_id=2119460381434116;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Die snap ik wel, Olga. Bedankt voor je tip! Belangrijk om je thuis niet te veel met werk te associëren. :) Groet, Sefanja ;;neutraal;;;;;;;10
22-02-2019 12:28:31;facebook;https://facebook.com/2119325834780904/?comment_id=2119387934774694;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Good one, Martien! Het komt niet heel professioneel over als een zakelijke afspraak jou in een (comfy) slobbertrui ziet zitten. 🙈 Groet, Koen ;;neutraal;;;;;;;10
22-02-2019 12:03:45;twitter;https://twitter.com/abppensioen/status/1098901151951540228/;abppensioen;;Direct message (marijkevelraeds): Hi Marijke,  Wat rot dat we telefonisch niet te bereiken waren. Ik wil het graag voor je uitzoeken. Wil je mij je klantnummer en geboortedatum sturen? Dan ga ik direct voor je aan de slag! Vriendelijke groet, Koen ;;neutraal;;;;;;;0
22-02-2019 11:43:35;facebook;https://www.facebook.com/abppensioenfonds/inbox/2119239674789520/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Dat is goed. :) As ik je nog ergens mee kan helpen, hoor ik het graag! Vriendelijke groet, Judith ;;neutraal;;;;;;;0
22-02-2019 11:39:39;facebook;https://facebook.com/439703479409823_2119325834780904/;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Thuiswerken…! Knallen in je huispak :) We doen het steeds vaker. De één kan het, de ander krijgt onmogelijk het werk af. Iets voor jou, dat thuiswerken? En zo ja: heb jij tips om thuiswerken succesvol te maken? ;;neutraal;;;;;;;148
22-02-2019 11:38:13;facebook;https://www.facebook.com/abppensioenfonds/inbox/1726611627385662/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hallo Anneke,  Ik zag dat je ook publiekelijk je vraag had gesteld. :) Ik heb je daar antwoord gegeven op je vraag.  Vriendelijke groet, Koen ;;neutraal;;;;;;;0
22-02-2019 11:11:05;facebook;https://facebook.com/2118038314909656/?comment_id=2119295108117310;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Hi Anneke, beleggen in palmoliebedrijven is een complexe situatie. Palmolie is een veelzijdige natuurlijke grondstof die onder ander zit in koekjes, shampoo, biobrandstof en margarine. Het wordt dus gebruikt in het produceren van veel alledaagse producten. Oliepalmen leveren per hectare meer plantaardige olie op dan koolzaad, pinda s en soja. Er hoeft voor een palmolieplantage dus minder grond gebruikt te worden dan voor soortgelijke olieplantages. Aan de andere kant worden er soms fouten gemaakt bij het aanleggen van de plantages. We gaan daarom actief het gesprek aan met palmoliebedrijven. We vragen hen om beleid te maken en uit te voeren om de grootste problemen in de sector tegen te gaan. En om eventuele misstanden meteen aan te pakken. Natuurlijk blijven we niet eindeloos in gesprek. Als we merken dat een bedrijf niet genoeg vooruitgang laat zien kunnen we onze belangen verkopen. Daarom hebben we vorig jaar onze aandelen in het bedrijf Posco Daewoo verkocht. Groet, Koen ;;neutraal;;;;;;;36
22-02-2019 10:56:00;facebook;https://www.facebook.com/abppensioenfonds/inbox/2119239674789520/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hallo Aad,  Als je wilt mag je het formulier hier als bijlage toevoegen. Zorg ik ervoor dat het formulier op de juiste afdeling verwerkt wordt. Vind je het niet prettig om via Facebook een bijlage te versturen? Dan kun je het formulier ook uploaden in ons contactformulier hier: www.abp.nl/mail  Heb je nog andere vragen waar ik je mee kan helpen? Ik help je graag.  Vriendelijke groet, Judith ;;neutraal;;;;;;;0
22-02-2019 09:25:25;facebook;https://www.facebook.com/abppensioenfonds/inbox/1576285955751564/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Heel graag gedaan, Dolf!  Als ik je nog ergens mee kan helpen, dan weet je me te vinden. 😄 Vriendelijke groetjes, Koen ;;neutraal;;;;;;;0
21-02-2019 18:57:54;facebook;https://www.facebook.com/abppensioenfonds/inbox/1726611627385662/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Anneke, bedankt voor je bericht. We zijn er op dit moment niet, we nemen zo snel mogelijk contact met je op. Wil je bij een persoonlijke vraag je klantnummer en geboortedatum al meesturen? Dan kunnen we sneller aan de slag. ;;neutraal;;;;;;;0
21-02-2019 17:19:51;facebook;https://facebook.com/2116341045079383/?comment_id=2118183228228498;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Hallo Adriaan, wij hebben deze input opgehaald bij bezoekers van de afgelopen NOT-beurs (een onderwijsbeurs) in Utrecht. Uit al die input is dit de Top 3. Groet, Sefanja ;;neutraal;;;;;;;10
21-02-2019 16:36:05;facebook;https://www.facebook.com/abppensioenfonds/inbox/2013456312034524/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Graag gedaan. :) Kijk even of het lukt. Zo niet, laat het me weten! Groet en een fijne avond (alvast), Koen ;;neutraal;;;;;;;0
21-02-2019 16:27:39;facebook;https://www.facebook.com/abppensioenfonds/inbox/2013456312034524/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hi Sven,  Bedankt voor het sturen van je gegevens! :) We hebben alleen een aanvraag gekregen voor waardeoverdracht van Flexsecurity. Er zijn geen aanvragen voor andere pensioenfondsen. Heb je de andere twee ook ingediend via MijnABP?  Je kunt de twee andere waardeoverdrachten aanvragen via mijnabp.nl. Onder het kopje Waardeoverdracht .  Heb je nog meer of andere vragen? Ik hoor ze graag! Vriendelijke groet, Koen ;;neutraal;;;;;;;0
21-02-2019 16:24:34;facebook;https://www.facebook.com/abppensioenfonds/inbox/2081154341931387/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): :) 👍 ;;neutraal;;;;;;;0
21-02-2019 15:58:18;facebook;https://www.facebook.com/abppensioenfonds/inbox/1576285955751564/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hallo Dolf,  We hebben het formulier binnen gekregen. En ik heb contact gehad met mijn collega. Hij geeft aan dat het formulier goed is verwerkt. :) Zodra je partner de AOW-leeftijd heeft bereikt is het formulier van toepassing. We kunnen dan zien dat je het al gestuurd hebt.  Heb je nog meer vragen? Ik hoor ze graag! Vriendelijke groet, Koen ;;neutraal;;;;;;;0
21-02-2019 15:57:19;facebook;https://www.facebook.com/abppensioenfonds/inbox/2081154341931387/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Natuurlijk, graag gedaan. :) Ik zal je op de hoogte houden! Wat je andere vraag betreft: betalingen naar buitenlandse rekeningen worden voldaan op precies hetzelfde moment. Het moment van ontvangst kan echter later zijn. Dit komt omdat het geld dan vaak langer onderweg is. Heb ik je vraag zo duidelijk beantwoord? We houden contact. :) Groet, Sanne ;;neutraal;;;;;;;0
21-02-2019 15:20:20;facebook;https://www.facebook.com/abppensioenfonds/inbox/2113879918658829/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Je hebt onlangs contact met ons gehad via Facebook. Ik ben benieuwd naar hoe je het contact hebt ervaren! Om je mening achter te laten, klik hier: http://survey.insocial.nl/classic/?sToken=wt2pf8vsll&sId=3452&obi=eyJ2YXIxIjoiMTQ5IiwidmFyMiI6Ik5lbGlhIEdhbGFuLUJvdW1hIiwidmFyMyI6IjM0NDU3IiwidmFyNCI6IjE3NDgxODExIiwidXZhcjEiOiJGYWNlYm9vayIsInV2YXIyIjoiNDQzNzMiLCJ1dmFyMyI6InRfMjY0MDI1NzE0OTM0ODM4OSIsImRsYWJlbCI6ImFwZyIsImRsb2dvdXJsIjoiaHR0cHM6Ly9ob3Jpem9uLm9iaTR3YW4uY29tL2ltYWdlcy9hcGctbG9nby5wbmciLCJkYmFja3VybCI6IiIsImRyZWR1cmwiOiIiLCJkY29sb3IiOiIyNTU2YTEifQ== ;;neutraal;;;;;;;0
21-02-2019 15:16:52;facebook;https://facebook.com/439703479409823_2118038314909656/;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Wist je dat jongere deelnemers bij ABP (t/m 34 jaar) vaker zeggen dat ze wél duurzame keuzes willen maken, maar dat het vaak teveel moeite kost? En dat deelnemers van 55 t/m 64 jaar duurzame keuzes juist veel vanzelfsprekender vinden? Grote verschillen per generatie dus. Geldt dat bij jou ook? Voor onze visie op #duurzaamheid kun je altijd terecht op Belangrijkekeuzes.nl. ;;neutraal;;;;;;;226
21-02-2019 15:14:21;facebook;https://www.facebook.com/abppensioenfonds/inbox/2113579938688827/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Je hebt onlangs contact met ons gehad via Facebook. Ik ben benieuwd naar hoe je het contact hebt ervaren! Om je mening achter te laten, klik hier: http://survey.insocial.nl/classic/?sToken=wt2pf8vsll&sId=3452&obi=eyJ2YXIxIjoiMTQ5IiwidmFyMiI6Ik1hdXJpY2UgVmlsYWluIiwidmFyMyI6IjM1MTYyIiwidmFyNCI6IjE3NDY0MDI0IiwidXZhcjEiOiJGYWNlYm9vayIsInV2YXIyIjoiNDQzNzMiLCJ1dmFyMyI6InRfMjI4OTM2MTU5MTMzMzEyMiIsImRsYWJlbCI6ImFwZyIsImRsb2dvdXJsIjoiaHR0cHM6Ly9ob3Jpem9uLm9iaTR3YW4uY29tL2ltYWdlcy9hcGctbG9nby5wbmciLCJkYmFja3VybCI6IiIsImRyZWR1cmwiOiIiLCJkY29sb3IiOiIyNTU2YTEifQ== ;;neutraal;;;;;;;0
21-02-2019 14:37:12;facebook;https://www.facebook.com/abppensioenfonds/inbox/2081154341931387/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Roger, Bedankt voor je bericht. Ook ik zie dat het ons niet op tijd gelukt is je rekeningnummer, voor de betaling van februari, aan te passen.  Alle pensioen-betalingen worden namelijk aan het begin van iedere maand klaargezet. Hierdoor hadden we deze maand maar tot 12 februari de tijd. (Ik had gehoopt dat we het zouden redden! 😬) Sorry dat we hier niet in zijn geslaagd! Bij de volgende betaling, in maart, zal het in orde zijn. Die betaling ontvang je dan op je Filipijnse rekening. Heeft je pensioen je desondanks wel bereikt, deze maand? Nog op je oude rekeningnummer? Ik zal het verder voor je in de gaten houden en laat het je weten als het rekeningnummer is aangepast. :) Groet, Sanne ;;neutraal;;;;;;;0
21-02-2019 14:02:07;facebook;https://www.facebook.com/abppensioenfonds/inbox/1617650794948413/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Je hebt onlangs contact met ons gehad via Facebook. Ik ben benieuwd naar hoe je het contact hebt ervaren! Om je mening achter te laten, klik hier: http://survey.insocial.nl/classic/?sToken=wt2pf8vsll&sId=3452&obi=eyJ2YXIxIjoiMTQ5IiwidmFyMiI6IlBldGVyIE1vdXNzZSIsInZhcjMiOiIzNTE2MiIsInZhcjQiOiIxNzQ1MjE3NyIsInV2YXIxIjoiRmFjZWJvb2siLCJ1dmFyMiI6IjQ0MzczIiwidXZhcjMiOiJ0XzIwMTM1NTIzMjUzMjg1NzciLCJkbGFiZWwiOiJhcGciLCJkbG9nb3VybCI6Imh0dHBzOi8vaG9yaXpvbi5vYmk0d2FuLmNvbS9pbWFnZXMvYXBnLWxvZ28ucG5nIiwiZGJhY2t1cmwiOiIiLCJkcmVkdXJsIjoiIiwiZGNvbG9yIjoiMjU1NmExIn0= ;;neutraal;;;;;;;0
21-02-2019 13:57:36;facebook;https://facebook.com/2114856188561202/?comment_id=2116325231747631;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Na 50 jaar zeker ook verdient. Ik wens hem een fijne pensioentijd toe! Groet, Cindy ;;neutraal;;;;;;;10
21-02-2019 13:45:34;facebook;https://www.facebook.com/abppensioenfonds/inbox/1911435105569979/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Fijn om te horen Armand en graag gedaan.  Zo gauw ik nieuwe informatie voor heb, laat ik je dit meteen weten.  Ik wens je ook een fijne dag. ;;neutraal;;;;;;;0
21-02-2019 13:30:40;facebook;https://www.facebook.com/abppensioenfonds/inbox/1883918081655015/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hi Paul, Wat leuk dat je ons nog even iets laat weten! Zal wel even wennen zijn, deze nieuwe levensstijl. :) Geniet ervan! Groetjes en een fijne dag, Cindy ;;positief;;;;;;;0
21-02-2019 13:05:31;facebook;https://www.facebook.com/abppensioenfonds/inbox/2113554558691365/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Marcel, Fijn dat je het bericht verwijderd hebt.  Ik heb nog een keer navraag voor je gedaan, maar voor nu heb ik nog geen nieuw bericht voor je. Als ik meer weet laat ik het je meteen weten.  Vriendelijke groet, Judith ;;neutraal;;;;;;;0
21-02-2019 12:42:04;facebook;https://www.facebook.com/abppensioenfonds/inbox/2113591878687633/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Je hebt onlangs contact met ons gehad via Facebook. Ik ben benieuwd naar hoe je het contact hebt ervaren! Om je mening achter te laten, klik hier: http://survey.insocial.nl/classic/?sToken=wt2pf8vsll&sId=3452&obi=eyJ2YXIxIjoiMTQ5IiwidmFyMiI6Ik1hYWlrZSBXYWhsaXNjaCIsInZhcjMiOiIzNDQ1NyIsInZhcjQiOiIxNzQ2MjI4NyIsInV2YXIxIjoiRmFjZWJvb2siLCJ1dmFyMiI6IjQ0MzczIiwidXZhcjMiOiJ0XzIzMTM4MDY0NDIxNzQwNjciLCJkbGFiZWwiOiJhcGciLCJkbG9nb3VybCI6Imh0dHBzOi8vaG9yaXpvbi5vYmk0d2FuLmNvbS9pbWFnZXMvYXBnLWxvZ28ucG5nIiwiZGJhY2t1cmwiOiIiLCJkcmVkdXJsIjoiIiwiZGNvbG9yIjoiMjU1NmExIn0= ;;neutraal;;;;;;;0
21-02-2019 12:13:35;facebook;https://www.facebook.com/abppensioenfonds/inbox/2117651771614977/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): 👍 Ah top! Goed om te lezen, Arlene. Groet, Judith ;;neutraal;;;;;;;0
21-02-2019 12:09:43;facebook;https://facebook.com/2114856188561202/?comment_id=2117822628264558;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Hoi Bram, we hebben een handig financieel dashboard waar je precies ziet hoeveel geld er binnenkomt, maar ook hoeveel er uitgekeerd moet worden. https://www.abp.nl/over-abp/financiele-situatie/actuele-financiele-situatie/ Groet, Judith ;;neutraal;;;;;;;10
21-02-2019 11:51:00;facebook;https://facebook.com/2114856188561202/?comment_id=2117805744932913;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Wat heftig om te lezen, Henny.. Kan ik misschien iets voor je betekenen? Ik help je graag. En ik wens je veel kracht toe.🌹 Groet, Koen ;;neutraal;;;;;;;10
21-02-2019 11:38:20;facebook;https://facebook.com/2116341045079383/?comment_id=2117793448267476;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Zeker weten Bram 😃 Wij hebben deze vraag op de NOT beurs gesteld. Groet, Judith ;;neutraal;;;;;;;10
21-02-2019 11:35:39;facebook;https://facebook.com/2116341045079383/?comment_id=2117791074934380;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Hi Peter, uit welke bron komt dit? Er zijn namelijk geen plannen om één grote Europese pensioen pot op te richten. Rutte heeft hier dan ook niets voor getekend. Groet, Koen ;;neutraal;;;;;;;10
21-02-2019 11:26:28;facebook;https://facebook.com/2114856188561202/?comment_id=2117779708268850;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Dat zou inderdaad wel een vreemde gedachtegang zijn. Zou het misschien een oplossing zijn om te kijken naar het gezamenlijke inkomen? Groet, Koen ;;neutraal;;;;;;;10
21-02-2019 11:18:24;facebook;https://facebook.com/2114856188561202/?comment_id=2117771848269636;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Dankjewel voor je verhaal, Arjo. Erg mooi dat je nog een parttime baan hebt kunnen vinden. Het proces naar deze baan was niet gemakkelijk, begrijp ik. Veel succes de komende jaren. Groet, Judith ;;neutraal;;;;;;;10
21-02-2019 11:12:07;facebook;https://www.facebook.com/abppensioenfonds/inbox/2113703638676457/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Je hebt onlangs contact met ons gehad via Facebook. Ik ben benieuwd naar hoe je het contact hebt ervaren! Om je mening achter te laten, klik hier: http://survey.insocial.nl/classic/?sToken=wt2pf8vsll&sId=3452&obi=eyJ2YXIxIjoiMTQ5IiwidmFyMiI6IkphbiBLYW1lcmxpbmciLCJ2YXIzIjoiMzQ0NTciLCJ2YXI0IjoiMTc0Njc0NjAiLCJ1dmFyMSI6IkZhY2Vib29rIiwidXZhcjIiOiI0NDM3MyIsInV2YXIzIjoidF8yNTE0NzIxMDQ1MjY3NjkwIiwiZGxhYmVsIjoiYXBnIiwiZGxvZ291cmwiOiJodHRwczovL2hvcml6b24ub2JpNHdhbi5jb20vaW1hZ2VzL2FwZy1sb2dvLnBuZyIsImRiYWNrdXJsIjoiIiwiZHJlZHVybCI6IiIsImRjb2xvciI6IjI1NTZhMSJ9 ;;neutraal;;;;;;;0
